29,9,அறத்துப்பால்,பாயிரம் ,நீத்தார் பெருமை, குணமென்னும் குன்றேறி நின்றார் வெகுளி கணமேயும் காத்தல் அரிது
30,10,அறத்துப்பால்,பாயிரம் ,நீத்தார் பெருமை, அந்தணர் என்போர் அறவோர்மற் றெவ்வுயிர்க்கும் செந்தண்மை பூண்டொழுக லான்
31,1,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், சிறப்பீனும் செல்வமும் ஈனும் அறத்தினூங் காக்கம் எவனோ உயிர்க்கு
32,2,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், அறத்தினூங் காக்கமும் இல்லை அதனை மறத்தலினூங் கில்லையாம் கேடு
33,3,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், ஒல்லும் வகையான் அறவினை ஓவாதே செல்லும்வாய் எல்லாஞ் செயல்
34,4,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், மனத்துக்கண் மாசிலன் ஆதல் அனைத்துஅறன் ஆகுல நீர பிற
35,5,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், அழுக்கா றவாவெகுளி இன்னாச்சொல் நான்கும் இழுக்கா இயன்ற தறம்
36,6,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், அன்றறிவாம் என்னா தறஞ்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை
37,7,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், அறத்தா றிதுவென வேண்டா சிவிகை பொறுத்தானோ  டூர்ந்தான் இடை
38,8,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், வீழ்நாள் படாஅமை நன்றாற்றின் அஃதொருவன் வாழ்நாள் வழியடைக்கும் கல்
39,9,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், அறத்தான் வருவதே இன்பமற் றெல்லாம் புறத்த புகழும் இல
40,10,அறத்துப்பால்,பாயிரம் ,அறன்வலியுறுத்தல், செயற்பால தோரும் அறனே ஒருவற் குயற்பால தோரும் பழி
41,1,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை
42,2,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, துறந்தார்க்கும் தூவா தவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை
43,3,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங் கைம்புலத்தார் ஓம்பல் தலை
44,4,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்
45,5,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, அன்பும் அறனும் உடைத்தாயின் இல்வாழ்க்கை பண்பும் பயனும் அது
46,6,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, அறத்தாற்றின் இல்வாழ்க்கை ஆற்றின் புறத்தாற்றின் போஒய்ப் பெறுவ தெவன்
47,7,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் முயல்வாருள் எல்லாம் தலை
48,8,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, ஆற்றின் ஒழுக்கி அறனிழுக்கா இல்வாழ்க்கை நோற்பாரின் நோன்மை உடைத்து
49,9,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, அறன்எனப் பட்டதே இல்வாழ்க்கை அஃதும் பிறன்பழிப்ப தில்லாயின் நன்று
50,10,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை, வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உறையும் தெய்வத்துள் வைக்கப் படும்
51,1,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், மனைக்தக்க மாண்புடையள் ஆகித்தற் கொண்டான் வளத்தக்காள் வாழ்க்கைத் துணை
52,2,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், மனைமாட்சி இல்லாள்கண் இல்லாயின் வாழ்க்கை எனைமாட்சித் தாயினும் இல்
53,3,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை
54,4,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும் திண்மைஉண் டாகப் பெறின்
55,5,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள் பெய்யெனப் பெய்யும் மழை
56,6,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற சொற்காத்துச் சோர்விலாள் பெண்
57,7,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், சிறைகாக்கும் காப்பெவன் செய்யும் மகளிர் நிறைகாக்கும் காப்பே தலை
58,8,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், பெற்றாற் பெறின்பெறுவர் பெண்டிர் பெருஞ்சிறப்புப் புத்தேளிர் வாழும் உலகு
59,9,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், புகழ்புரிந்த இல்லிலோர்க்கு இல்லை இகழ்வார்முன் ஏறுபோல் பீடு நடை
60,10,அறத்துப்பால்,இல்லறவியல்,வாழ்க்கைத் துணைநலம், மங்கலம் என்ப மனைமாட்சி மற்றுஅதன் நன்கலம் நன்மக்கட் பேறு
61,1,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், பெறுமவற்றுள் யாமறிவ  தில்லை அறிவுடைய மக்கட்பே றல்ல பிற
62,2,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்காப் பண்புடை மக்கட் பெறின்
63,3,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், தம்பொருள் என்பதம் மக்கள் அவர்பொருள் தம்தம் வினையான் வரும்
64,4,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள் சிறுகை அளாவிய கூழ்
65,5,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றுஅவர் சொற்கேட்டல் இன்பம் செவிக்கு
66,6,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல்,  குழல்இனிது யாழ்இனிது என்பதம் மக்கள் மழலைச்சொல் கேளா தவர்
67,7,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், தந்தை மகற்காற்று நன்றி அவையத்து முந்தி இருப்பச் செயல்
68,8,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், தம்மின்தம் மக்கள் அறிவுடைமை மாநிலத்து மன்னுயிர்க் கெல்லாம் இனிது
69,9,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், ஈன்ற பொழுதின் பெரிதுவக்கும் தன்மகனைச் சான்றோன் எனக்கேட்ட தாய்
70,10,அறத்துப்பால்,இல்லறவியல்,புதல்வரைப் பெறுதல், மகன்றந்தைக்  காற்று முதவி யிவன்றந்தை என்னோற்றான் கொல்லெனுஞ் சொல்
71,1,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர் புன்கணீர் பூசல் தரும்
72,2,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார் என்பும் உரியர் பிறர்க்கு
73,3,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்போ டியைந்த வழக்கென்ப ஆருயிர்க் கென்போ டியைந்த தொடர்பு
74,4,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்பீனும் ஆர்வம் உடைமை அதுலீனும் நண்புஎன்னும் நாடாச் சிறப்பு
75,5,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்புற் றமர்ந்த வழக்கென்ப வையகத்து இன்புற்றார் எய்தும் சிறப்பு
76,6,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அறத்திற்கே அன்புசார் பென்ப அறியார் மறத்திற்கும் அஃதே துணை
77,7,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, என்பி லதனை வெயில்போலக் காயுமே அன்பி லதனை அறம்
78,8,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்பகத் தில்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரந்தளிர்த் தற்று
79,9,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, புறத்துறுப் பெல்லாம் எவன்செய்யும் யாக்கை அகத்துறுப்பு அன்பி லவர்க்கு
80,10,அறத்துப்பால்,இல்லறவியல்,அன்புடைமை, அன்பின் வழியது உயிர்நிலை அஃதிலார்க்கு என்புதோல் போர்த்த உடம்பு
81,1,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு
82,2,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், விருந்து புறத்ததாத் தானுண்டல் சாவா மருந்தெனினும் வேண்டற்பாற் றன்று
83,3,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இன்று
84,4,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், அகனமர்ந்து செய்யாள் உறையும் முகனமர்ந்து நல்விருந்து ஓம்புவான் இல்
85,5,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், வித்தும் இடல்வேண்டும் கொல்லோ விருந்தோம்பி மிச்சில் மிசைவான் புலம்
86,6,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், செல்விருந்து ஓம்பி வருவிருந்து பார்த்திருப்பான் நல்வருந்து வானத் தவர்க்கு
87,7,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், இனைத்துணைத் தென்பதொன் றில்லை விருந்தின் துணைத்துணை வேள்விப் பயன்
88,8,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேள்வி தலைப்படா தார்
89,9,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார்கண் உண்டு
90,10,அறத்துப்பால்,இல்லறவியல்,விருந்தோம்பல், மோப்பக் குழையும் அனிச்சம் முகந்திரிந்து நோக்கக் குழையும் விருந்து
91,1,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல்,  இன்சொலா லீர மளைஇப் படிறிலவாஞ் செம்பொருள் கண்டார்வாய்ச் சொல்
92,2,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்
93,3,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், முகத்தான் அமர்ந்து இனிதுநோக்கி அகத்தானாம் இன்சொ லினதே அறம்
94,4,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும் இன்புறூஉம் இன்சொ லவர்க்கு
95,5,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற
96,6,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், அல்லவை தேய அறம்பெருகும் நல்லவை நாடி இனிய சொலின்
97,7,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், நயன்ஈன்று நன்றி பயக்கும் பயன்ஈன்று பண்பின் தலைப்பிரியாச் சொல்
98,8,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், சிறுமையுள் நீங்கிய இன்சொல் மறுமையும் இம்மையும் இன்பம் தரும்
99,9,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், இன்சொல் இனிதீன்றல் காண்பான் எவன்கொலோ வன்சொல் வழங்கு வது
100,10,அறத்துப்பால்,இல்லறவியல்,இனியவைகூறல், இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று
101,1,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், செய்யாமல் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது
102,2,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், காலத்தி னாற்செய்த நன்றி சிறிதெனினும் ஞாலத்தின் மாணப் பெரிது
103,3,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல்,  பயன்தூக்கார் செய்த உதவி நயன்தூக்கின் நன்மை கடலின் பெரிது
104,4,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், தினைத்துணை நன்றி செயினும் பனைத்துணையாக் கொள்வர் பயன்தெரி வார்
105,5,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், உதவி வரைத்தன்று உதவி உதவி செயப்பட்டார் சால்பின் வரைத்து
106,6,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், மறவற்க மாசற்றார் கேண்மை துறவற்க துன்பத்துள் துப்பாயார் நட்பு
107,7,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல்,  எழுமை எழுபிறப்பும் உள்ளுவர் தங்கண் விழுமந் துடைத்தவர் நட்பு
108,8,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், நன்றி மறப்பது நன்றன்று நன்றல்ல தன்றே மறப்பது நன்று
109,9,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், கொன்றன்ன இன்னா செயினும் அவர்செய்த ஒன்றுநன்று உள்ளக் கெடும்
110,10,அறத்துப்பால்,இல்லறவியல்,செய்ந்நன்றி அறிதல், எந்நன்றி கொன்றார்க்கும் உய்வுண்டாம் உய்வில்லை செய்ந்நன்றி கொன்ற மகற்கு
111,1,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, தகுதி எனவொன்று நன்றே பகுதியால் பாற்பட்டு ஒழுகப் பெறின்
112,2,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, செப்பம் உடையவன் ஆக்கஞ் சிதைவின்றி எச்சத்திற் கேமாப்பு உடைத்து
113,3,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, நன்றே தரினும் நடுவிகந்தாம் ஆக்கத்தை அன்றே யொழிய விடல்
114,4,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, தக்கார் தகவிலர் என்பது அவரவர் எச்சத்தாற் காணப்ப படும்
115,5,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, கேடும் பெருக்கமும் இல்லல்ல நெஞ்சத்துக் கோடாமை சான்றோர்க் கணி
116,6,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, கெடுவல்யான் என்பது அறிகதன் நெஞ்சம்  நடுவொரீஇ அல்ல செயின்
117,7,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, கெடுவாக வையாது உலகம் நடுவாக நன்றிக்கண் தங்கியான் தாழ்வு
118,8,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, சமன்செய்து சீர்தூக்குங் கோல்போல் அமைந்தொருபால் கோடாமை சான்றோர்க் கணி
119,9,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, சொற்கோட்டம் இல்லது செப்பம் ஒருதலையா உட்கோட்டம் இன்மை பெறின்
120,10,அறத்துப்பால்,இல்லறவியல்,நடுவு நிலைமை, வாணிகம் செய்வார்க்கு வாணிகம் பேணிப் பிறவும் தமபோல் செயின்
121,1,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, அடக்கம் அமரருள் உய்க்கும் அடங்காமை ஆரிருள் உய்த்து விடும்
122,2,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, காக்க பொருளா அடக்கத்தை ஆக்கம் அதனினூஉங் கில்லை உயிர்க்கு
123,3,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, செறிவறிந்து சீர்மை பயக்கும் அறிவறிந்து ஆற்றின் அடங்கப் பெறின்
124,4,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, நிலையின் திரியாது அடங்கியான் தோற்றம் மலையினும் மாணப் பெரிது
125,5,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, எல்லார்க்கும் நன்றாம் பணிதல் அவருள்ளும் செல்வர்க்கே செல்வம் தகைத்து
126,6,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, ஒருமையுள் ஆமைபோல் ஐந்தடக்கல் ஆற்றின் எழுமையும் ஏமாப் புடைத்து
127,7,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை,  யாகாவா ராயினும் நாகாக்க காவாக்கால் சோகாப்பர் சொல்லிழுக்குப் பட்டு
128,8,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, ஒன்றானுந் தீச்சொல் பொருட்பயன் உண்டாயின் நன்றாகா தாகி விடும்
129,9,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, தீயினாற் சுட்டபுண் உள்ளாறும் ஆறாதே நாவினாற் சுட்ட வடு
130,10,அறத்துப்பால்,இல்லறவியல்,அடக்கமுடைமை, கதங்காத்துக் கற்றடங்கல் ஆற்றுவான் செவ்வி அறம்பார்க்கும் ஆற்றின் நுழைந்து
131,1,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, ஒழுக்கம் விழுப்பந் தரலான் ஒழுக்கம்  உயிரினும் ஓம்பப் படும்
132,2,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித் தேரினும் அஃதே துணை
133,3,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, ஒழுக்கம் உடைமை குடிமை இழுக்கம் இழிந்த பிறப்பாய் விடும்
134,4,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, மறப்பினும் ஒத்துக் கொளலாகும் பார்ப்பான் பிறப்பொழுக்கங் குன்றக் கெடும்
135,5,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, அழுக்கா றுடையான்கண் ஆக்கம்போன் றில்லை ஒழுக்காறில் லான்கண் உயர்வு
136,6,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின் ஏதம் படுபாக் கறிந்து
137,7,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, ஒழுக்கத்தின் எய்துவர் மேன்மை இழுக்கத்தின் எய்துவர் எய்தாப் பழி
138,8,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, நன்றிக்கு வித்தாகும் நல்லொழுக்கம் தீயொழுக்கம் என்றும் இடும்பை தரும்
139,9,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, ஒழுக்க முடையவர்க்கு ஒல்லாவே தீய வழுக்கியும் வாயாற் சொலல்
140,10,அறத்துப்பால்,இல்லறவியல்,ஒழுக்கமுடைமை, உலகத்தோ டொட்ட வொழுகல் பலகற்றுங் கல்லார் அறிவிலா தார்
141,1,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, பிறன்பொருளாள் பெட்டொழுகும் பேதைமை ஞாலத்து அறம்பொருள் கண்டார்கண் இல்
142,2,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, அறன்கடை நின்றாருள் எல்லாம் பிறன்கடை நின்றாரின் பேதையார் இல்
143,3,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, விளிந்தாரின் வேறல்லர் மன்ற தெளிந்தார்இல் தீமை புரிந்தொழுகு வார்
144,4,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, எனைத்துணையர் ஆயினும் என்னாம் தினைத்துணையும் தேரான் பிறனில் புகல்
145,5,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, எளிதென இல்லிறப்பான் எய்துமெஞ் ஞான்றும் விளியாது நிற்கும் பழி
146,6,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, பகைபாவம் அச்சம் பழியென நான்கும் இகவாவாம் இல்லிறப்பான் கண்
147,7,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, அறனியலான் இல்வாழ்வான் என்பான் பிறனியலாள் பெண்மை நயவா தவன்
148,8,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, பிறன்மனை நோக்காத பேராண்மை சான்றோர்க்கு அறனொன்றோ ஆன்ற வொழுக்கு
149,9,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, நலக்குரியார் யாரெனின் நாமநீர் வைப்பின் பிறர்க்குரியாள் தோள்தோயா தார்
150,10,அறத்துப்பால்,இல்லறவியல்,பிறனில் விழையாமை, அறன்வரையான் அல்ல செயினும் பிறன்வரையாள் பெண்மை நயவாமை நன்று
151,1,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, அகழ்வாரைத் தாங்கும் நிலம்போலத் தம்மை இகழ்வார்ப் பொறுத்தல் தலை
152,2,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, பொறுத்த லிறப்பினை யென்றும் அதனை மறத்த லதனினும் நன்று
153,3,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, இன்மையு ளின்மை விருந்தொரால் வன்மையுள் வன்மை மடவார்ப் பொறை
154,4,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, நிறையுடைமை நீங்காமை வேண்டின் பொறையுடைமை போற்றி யொழுகப் படும்
155,5,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, ஒறுத்தாரை யொன்றாக வையாரே வைப்பர் பொறுத்தாரைப் பொன்போற் பொதிந்து
156,6,அறத்துப்பால்,இல்லறவியல்,பொறையுடைமை, ஒறுத்தார்க் கொருநாளை இன்பம் பொறுத்தார்க்குப் பொன்றுந் துணையும் புகழ்
